NEF,Fl. Euskirchen,04/82-01
NEF,Joh. Rhein-Sieg,07/82-01
NEF,Fl. Euskirchen,04/82-02
RTW,Fl. Euskirchen,04/83-01
RTW,Fl. Euskirchen,10/83-01
RTW,Rk. Rhein-Sieg,08/83-01
RTW,Joh. Euskirchen,01/83-01
RTW,Rk. Euskirchen,11/83-01
RTW,Joh. Euskirchen,04/83-01
RTW,Rk. Euskirchen,04/83-03
RTW,Rk. Euskirchen,01/83-01
RTW,Rk. Euskirchen,10/83-01
RTW,Joh. Euskirchen,07/83-01
